county,precinct,office,district,candidate,party,votes
Wayne,"City of Detroit, Precinct 409",Ballots Cast,"","","",173
Wayne,"City of Detroit, Precinct 410",Ballots Cast,"","","",215
Wayne,"City of Detroit, Precinct 411",Ballots Cast,"","","",124
Wayne,"City of Detroit, Precinct 412",Ballots Cast,"","","",97
Wayne,"City of Detroit, Precinct 413",Ballots Cast,"","","",316
Wayne,"City of Detroit, Precinct 414",Ballots Cast,"","","",124
Wayne,"City of Detroit, Precinct 415",Ballots Cast,"","","",211
Wayne,"City of Detroit, Precinct 416",Ballots Cast,"","","",129
Wayne,"City of Detroit, Precinct 417",Ballots Cast,"","","",124
Wayne,"City of Detroit, Precinct 418",Ballots Cast,"","","",214
Wayne,"City of Detroit, Precinct 419",Ballots Cast,"","","",112
Wayne,"City of Detroit, Precinct 420",Ballots Cast,"","","",139
Wayne,"City of Detroit, Precinct 421",Ballots Cast,"","","",121
Wayne,"City of Detroit, Precinct 422",Ballots Cast,"","","",212
Wayne,"City of Detroit, Precinct 423",Ballots Cast,"","","",200
Wayne,"City of Detroit, Precinct 424",Ballots Cast,"","","",304
Wayne,"City of Detroit, Precinct 425",Ballots Cast,"","","",364
Wayne,"City of Detroit, Precinct 426",Ballots Cast,"","","",100
Wayne,"City of Detroit, Precinct 427",Ballots Cast,"","","",210
Wayne,"City of Detroit, Precinct 428",Ballots Cast,"","","",267
Wayne,"City of Detroit, Precinct 429",Ballots Cast,"","","",155
Wayne,"City of Detroit, Precinct 430",Ballots Cast,"","","",87
Wayne,"City of Detroit, Precinct 431",Ballots Cast,"","","",145
Wayne,"City of Detroit, Precinct 432",Ballots Cast,"","","",172
Wayne,"City of Detroit, Precinct 433",Ballots Cast,"","","",131
Wayne,"City of Detroit, Precinct 434",Ballots Cast,"","","",135
Wayne,"City of Detroit, Precinct 435",Ballots Cast,"","","",74
Wayne,"City of Detroit, Precinct 436",Ballots Cast,"","","",178
Wayne,"City of Detroit, Precinct 437",Ballots Cast,"","","",167
Wayne,"City of Detroit, Precinct 438",Ballots Cast,"","","",108
Wayne,"City of Detroit, Precinct 439",Ballots Cast,"","","",127
Wayne,"City of Detroit, Precinct 440",Ballots Cast,"","","",42
Wayne,"City of Detroit, Precinct 441",Ballots Cast,"","","",6
Wayne,"City of Detroit, Precinct 442",Ballots Cast,"","","",81
Wayne,"City of Detroit, Precinct 443",Ballots Cast,"","","",14
Wayne,"City of Detroit, Precinct 444",Ballots Cast,"","","",119
Wayne,"City of Detroit, Precinct 445",Ballots Cast,"","","",106
Wayne,"City of Detroit, Precinct 446",Ballots Cast,"","","",130
Wayne,"City of Detroit, Precinct 447",Ballots Cast,"","","",226
Wayne,"City of Detroit, Precinct 448",Ballots Cast,"","","",107
Wayne,"City of Detroit, Precinct 449",Ballots Cast,"","","",192
Wayne,"City of Detroit, Precinct 450",Ballots Cast,"","","",8
Wayne,"City of Detroit, Precinct 451",Ballots Cast,"","","",93
Wayne,"City of Detroit, Precinct 452",Ballots Cast,"","","",116
Wayne,"City of Detroit, Precinct 453",Ballots Cast,"","","",100
Wayne,"City of Detroit, Precinct 454",Ballots Cast,"","","",0
Wayne,"City of Detroit, Precinct 455",Ballots Cast,"","","",81
Wayne,"City of Detroit, Precinct 456",Ballots Cast,"","","",52
Wayne,"City of Detroit, Precinct 457",Ballots Cast,"","","",107
Wayne,"City of Detroit, Precinct 458",Ballots Cast,"","","",5
Wayne,"City of Detroit, Precinct 459",Ballots Cast,"","","",0
Wayne,"City of Detroit, Precinct 460",Ballots Cast,"","","",228
Wayne,"City of Detroit, Precinct 461",Ballots Cast,"","","",191
Wayne,"City of Detroit, Precinct 462",Ballots Cast,"","","",143
Wayne,"City of Detroit, Precinct 463",Ballots Cast,"","","",105
Wayne,"City of Detroit, Precinct 464",Ballots Cast,"","","",235
Wayne,"City of Detroit, Precinct 465",Ballots Cast,"","","",56
Wayne,"City of Detroit, Precinct 466",Ballots Cast,"","","",306
Wayne,"City of Detroit, Precinct 467",Ballots Cast,"","","",111
Wayne,"City of Detroit, Precinct 468",Ballots Cast,"","","",134
Wayne,"City of Detroit, Precinct 469",Ballots Cast,"","","",91
Wayne,"City of Detroit, Precinct 470",Ballots Cast,"","","",254
Wayne,"City of Detroit, Precinct 471",Ballots Cast,"","","",18
Wayne,"City of Detroit, Precinct 472",Ballots Cast,"","","",213
Wayne,"City of Detroit, Precinct 473",Ballots Cast,"","","",247
Wayne,"City of Detroit, Precinct 474",Ballots Cast,"","","",107
Wayne,"City of Detroit, Precinct 475",Ballots Cast,"","","",204
Wayne,"City of Detroit, Precinct 476",Ballots Cast,"","","",216
Wayne,"City of Detroit, Precinct 477",Ballots Cast,"","","",323
Wayne,"City of Detroit, Precinct 478",Ballots Cast,"","","",64
Wayne,"City of Detroit, Precinct 479",Ballots Cast,"","","",134
Wayne,"City of Detroit, Precinct 480",Ballots Cast,"","","",255
Wayne,"City of Detroit, Precinct 481",Ballots Cast,"","","",336
Wayne,"City of Detroit, Precinct 482",Ballots Cast,"","","",189
Wayne,"City of Detroit, Precinct 483",Ballots Cast,"","","",226
Wayne,"City of Detroit, Precinct 484",Ballots Cast,"","","",200
Wayne,"City of Detroit, Precinct 485",Ballots Cast,"","","",228
Wayne,"City of Detroit, Precinct 486",Ballots Cast,"","","",61
Wayne,"City of Detroit, Precinct 487",Ballots Cast,"","","",92
Wayne,"City of Detroit, Precinct 488",Ballots Cast,"","","",201
Wayne,"City of Detroit, Precinct 489",Ballots Cast,"","","",110
Wayne,"City of Detroit, Precinct 490",Ballots Cast,"","","",25
Wayne,"City of Detroit, Precinct 491",Ballots Cast,"","","",202
Wayne,"City of Detroit, Precinct 492",Ballots Cast,"","","",132
Wayne,"City of Detroit, Precinct 493",Ballots Cast,"","","",107
Wayne,"City of Detroit, Precinct 494",Ballots Cast,"","","",51
Wayne,"City of Detroit, Precinct 495",Ballots Cast,"","","",100
Wayne,"City of Detroit, Precinct 496",Ballots Cast,"","","",124
Wayne,"City of Detroit, Precinct 497",Ballots Cast,"","","",170
Wayne,"City of Detroit, Precinct 498",Ballots Cast,"","","",136
Wayne,"City of Detroit, Precinct 499",Ballots Cast,"","","",129
Wayne,"City of Detroit, Precinct 500",Ballots Cast,"","","",154
Wayne,"City of Detroit, Precinct 501",Ballots Cast,"","","",166
Wayne,"City of Detroit, Precinct 502",Ballots Cast,"","","",164
Wayne,"City of Detroit, Precinct 503",Ballots Cast,"","","",25
Wayne,"City of Allen Park, Precinct 1",Ballots Cast,"","","",1051
Wayne,"City of Allen Park, Precinct 2",Ballots Cast,"","","",1316
Wayne,"City of Allen Park, Precinct 3",Ballots Cast,"","","",1172
Wayne,"City of Allen Park, Precinct 4",Ballots Cast,"","","",872
Wayne,"City of Allen Park, Precinct 5",Ballots Cast,"","","",1584
Wayne,"City of Allen Park, Precinct 7",Ballots Cast,"","","",1294
Wayne,"City of Allen Park, Precinct 8",Ballots Cast,"","","",1120
Wayne,"City of Allen Park, Precinct 9",Ballots Cast,"","","",1536
Wayne,"City of Allen Park, Precinct 10",Ballots Cast,"","","",832
Wayne,"City of Allen Park, Precinct 11",Ballots Cast,"","","",1321
Wayne,"City of Allen Park, Precinct 12",Ballots Cast,"","","",881
Wayne,"City of Allen Park, Precinct 13",Ballots Cast,"","","",1022
Wayne,"City of Allen Park, Precinct 14",Ballots Cast,"","","",1230
Wayne,"City of Allen Park, Precinct 15",Ballots Cast,"","","",994
Wayne,"City of Allen Park, Precinct 16",Ballots Cast,"","","",908
Wayne,"City of Belleville, Precinct 1",Ballots Cast,"","","",1139
Wayne,"City of Belleville, Precinct 2",Ballots Cast,"","","",1124
Wayne,"Charter Township of Brownstown, Precinct 1",Ballots Cast,"","","",2166
Wayne,"Charter Township of Brownstown, Precinct 2",Ballots Cast,"","","",1507
Wayne,"Charter Township of Brownstown, Precinct 3",Ballots Cast,"","","",1774
Wayne,"Charter Township of Brownstown, Precinct 4",Ballots Cast,"","","",1452
Wayne,"Charter Township of Brownstown, Precinct 5",Ballots Cast,"","","",1296
Wayne,"Charter Township of Brownstown, Precinct 6",Ballots Cast,"","","",1761
Wayne,"Charter Township of Brownstown, Precinct 7",Ballots Cast,"","","",1446
Wayne,"Charter Township of Brownstown, Precinct 8",Ballots Cast,"","","",1637
Wayne,"Charter Township of Brownstown, Precinct 9",Ballots Cast,"","","",1856
Wayne,"Charter Township of Brownstown, Precinct 10",Ballots Cast,"","","",1960
Wayne,"Charter Township of Brownstown, Precinct 11",Ballots Cast,"","","",1185
Wayne,"Charter Township of Brownstown, Precinct 12",Ballots Cast,"","","",1119
Wayne,"Charter Township of Canton, Precinct 1",Ballots Cast,"","","",1645
Wayne,"Charter Township of Canton, Precinct 2",Ballots Cast,"","","",1526
Wayne,"Charter Township of Canton, Precinct 3",Ballots Cast,"","","",1674
Wayne,"Charter Township of Canton, Precinct 4",Ballots Cast,"","","",1272
Wayne,"Charter Township of Canton, Precinct 5",Ballots Cast,"","","",1654
Wayne,"Charter Township of Canton, Precinct 6",Ballots Cast,"","","",935
Wayne,"Charter Township of Canton, Precinct 7",Ballots Cast,"","","",1724
Wayne,"Charter Township of Canton, Precinct 8",Ballots Cast,"","","",1969
Wayne,"Charter Township of Canton, Precinct 9",Ballots Cast,"","","",1779
Wayne,"Charter Township of Canton, Precinct 10",Ballots Cast,"","","",1073
Wayne,"Charter Township of Canton, Precinct 11",Ballots Cast,"","","",1684
Wayne,"Charter Township of Canton, Precinct 12",Ballots Cast,"","","",1076
Wayne,"Charter Township of Canton, Precinct 13",Ballots Cast,"","","",1618
Wayne,"Charter Township of Canton, Precinct 14",Ballots Cast,"","","",1750
Wayne,"Charter Township of Canton, Precinct 15",Ballots Cast,"","","",766
Wayne,"Charter Township of Canton, Precinct 16",Ballots Cast,"","","",1498
Wayne,"Charter Township of Canton, Precinct 17",Ballots Cast,"","","",1486
Wayne,"Charter Township of Canton, Precinct 18",Ballots Cast,"","","",1512
Wayne,"Charter Township of Canton, Precinct 19",Ballots Cast,"","","",1535
Wayne,"Charter Township of Canton, Precinct 20",Ballots Cast,"","","",1337
Wayne,"Charter Township of Canton, Precinct 21",Ballots Cast,"","","",1355
Wayne,"Charter Township of Canton, Precinct 22",Ballots Cast,"","","",1555
Wayne,"Charter Township of Canton, Precinct 23",Ballots Cast,"","","",1289
Wayne,"Charter Township of Canton, Precinct 24",Ballots Cast,"","","",1497
Wayne,"Charter Township of Canton, Precinct 25",Ballots Cast,"","","",1541
Wayne,"Charter Township of Canton, Precinct 26",Ballots Cast,"","","",1658
Wayne,"Charter Township of Canton, Precinct 27",Ballots Cast,"","","",1321
Wayne,"Charter Township of Canton, Precinct 28",Ballots Cast,"","","",1181
Wayne,"Charter Township of Canton, Precinct 29",Ballots Cast,"","","",1193
Wayne,"Charter Township of Canton, Precinct 30",Ballots Cast,"","","",1452
Wayne,"Charter Township of Canton, Precinct 31",Ballots Cast,"","","",1229
Wayne,"Charter Township of Canton, Precinct 32",Ballots Cast,"","","",713
Wayne,"Charter Township of Canton, Precinct 33",Ballots Cast,"","","",1848
Wayne,"Charter Township of Canton, Precinct 34",Ballots Cast,"","","",1663
Wayne,"Charter Township of Canton, Precinct 35",Ballots Cast,"","","",1564
Wayne,"Charter Township of Canton, Precinct 36",Ballots Cast,"","","",1446
Wayne,"Charter Township of Canton, Precinct 37",Ballots Cast,"","","",1635
Wayne,"Charter Township of Canton, Precinct 38",Ballots Cast,"","","",1682
Wayne,"Charter Township of Canton, Precinct 39",Ballots Cast,"","","",1166
Wayne,"Charter Township of Canton, Precinct 40",Ballots Cast,"","","",1105
Wayne,"City of Dearborn, Precinct 1",Ballots Cast,"","","",865
Wayne,"City of Dearborn, Precinct 2",Ballots Cast,"","","",830
Wayne,"City of Dearborn, Precinct 3",Ballots Cast,"","","",1183
Wayne,"City of Dearborn, Precinct 4",Ballots Cast,"","","",604
Wayne,"City of Dearborn, Precinct 5",Ballots Cast,"","","",667
Wayne,"City of Dearborn, Precinct 6",Ballots Cast,"","","",918
Wayne,"City of Dearborn, Precinct 7",Ballots Cast,"","","",1147
Wayne,"City of Dearborn, Precinct 8",Ballots Cast,"","","",755
Wayne,"City of Dearborn, Precinct 9",Ballots Cast,"","","",806
Wayne,"City of Dearborn, Precinct 10",Ballots Cast,"","","",737
Wayne,"City of Dearborn, Precinct 11",Ballots Cast,"","","",698
Wayne,"City of Dearborn, Precinct 12",Ballots Cast,"","","",822
Wayne,"City of Dearborn, Precinct 13",Ballots Cast,"","","",553
Wayne,"City of Dearborn, Precinct 15",Ballots Cast,"","","",926
Wayne,"City of Dearborn, Precinct 16",Ballots Cast,"","","",881
Wayne,"City of Dearborn, Precinct 17",Ballots Cast,"","","",1140
Wayne,"City of Dearborn, Precinct 18",Ballots Cast,"","","",1287
Wayne,"City of Dearborn, Precinct 19",Ballots Cast,"","","",813
Wayne,"City of Dearborn, Precinct 20",Ballots Cast,"","","",573
Wayne,"City of Dearborn, Precinct 21",Ballots Cast,"","","",780
Wayne,"City of Dearborn, Precinct 22",Ballots Cast,"","","",621
Wayne,"City of Dearborn, Precinct 23",Ballots Cast,"","","",720
Wayne,"City of Dearborn, Precinct 24",Ballots Cast,"","","",811
Wayne,"City of Dearborn, Precinct 25",Ballots Cast,"","","",1298
Wayne,"City of Dearborn, Precinct 26",Ballots Cast,"","","",1210
Wayne,"City of Dearborn, Precinct 27",Ballots Cast,"","","",1168
Wayne,"City of Dearborn, Precinct 28",Ballots Cast,"","","",673
Wayne,"City of Dearborn, Precinct 29",Ballots Cast,"","","",715
Wayne,"City of Dearborn, Precinct 30",Ballots Cast,"","","",654
Wayne,"City of Dearborn, Precinct 31",Ballots Cast,"","","",1190
Wayne,"City of Dearborn, Precinct 32",Ballots Cast,"","","",1003
Wayne,"City of Dearborn, Precinct 33",Ballots Cast,"","","",1110
Wayne,"City of Dearborn, Precinct 34",Ballots Cast,"","","",1064
Wayne,"City of Dearborn, Precinct 35",Ballots Cast,"","","",831
Wayne,"City of Dearborn, Precinct 36",Ballots Cast,"","","",838
Wayne,"City of Dearborn, Precinct 37",Ballots Cast,"","","",1176
Wayne,"City of Dearborn, Precinct 38",Ballots Cast,"","","",1238
Wayne,"City of Dearborn, Precinct 40",Ballots Cast,"","","",886
Wayne,"City of Dearborn, Precinct 41",Ballots Cast,"","","",1154
Wayne,"City of Dearborn, Precinct 42",Ballots Cast,"","","",914
Wayne,"City of Dearborn, Precinct 43",Ballots Cast,"","","",1021
Wayne,"City of Dearborn, Precinct 44",Ballots Cast,"","","",1236
Wayne,"City of Dearborn, Precinct 45",Ballots Cast,"","","",1253
Wayne,"City of Dearborn, Precinct 46",Ballots Cast,"","","",1183
Wayne,"City of Dearborn, Precinct 47",Ballots Cast,"","","",894
Wayne,"City of Dearborn, Precinct 48",Ballots Cast,"","","",835
Wayne,"City of Dearborn, Precinct 49",Ballots Cast,"","","",1254
Wayne,"City of Dearborn, Precinct 50",Ballots Cast,"","","",1063
Wayne,"City of Dearborn Heights, Precinct 1",Ballots Cast,"","","",1058
Wayne,"City of Dearborn Heights, Precinct 2",Ballots Cast,"","","",1019
Wayne,"City of Dearborn Heights, Precinct 3",Ballots Cast,"","","",750
Wayne,"City of Dearborn Heights, Precinct 4",Ballots Cast,"","","",935
Wayne,"City of Dearborn Heights, Precinct 5",Ballots Cast,"","","",880
Wayne,"City of Dearborn Heights, Precinct 6",Ballots Cast,"","","",1082
Wayne,"City of Dearborn Heights, Precinct 7",Ballots Cast,"","","",821
Wayne,"City of Dearborn Heights, Precinct 8",Ballots Cast,"","","",1105
Wayne,"City of Dearborn Heights, Precinct 9",Ballots Cast,"","","",688
Wayne,"City of Dearborn Heights, Precinct 10",Ballots Cast,"","","",721
Wayne,"City of Dearborn Heights, Precinct 11",Ballots Cast,"","","",1268
Wayne,"City of Dearborn Heights, Precinct 12",Ballots Cast,"","","",1371
Wayne,"City of Dearborn Heights, Precinct 13",Ballots Cast,"","","",1170
Wayne,"City of Dearborn Heights, Precinct 14",Ballots Cast,"","","",750
Wayne,"City of Dearborn Heights, Precinct 15",Ballots Cast,"","","",702
Wayne,"City of Dearborn Heights, Precinct 16",Ballots Cast,"","","",1041
Wayne,"City of Dearborn Heights, Precinct 17",Ballots Cast,"","","",870
Wayne,"City of Dearborn Heights, Precinct 18",Ballots Cast,"","","",962
Wayne,"City of Dearborn Heights, Precinct 19",Ballots Cast,"","","",749
Wayne,"City of Dearborn Heights, Precinct 20",Ballots Cast,"","","",655
Wayne,"City of Dearborn Heights, Precinct 21",Ballots Cast,"","","",1143
Wayne,"City of Dearborn Heights, Precinct 22",Ballots Cast,"","","",1047
Wayne,"City of Dearborn Heights, Precinct 23",Ballots Cast,"","","",1226
Wayne,"City of Dearborn Heights, Precinct 24",Ballots Cast,"","","",1180
Wayne,"City of Dearborn Heights, Precinct 25",Ballots Cast,"","","",1444
Wayne,"City of Dearborn Heights, Precinct 26",Ballots Cast,"","","",1184
Wayne,"City of Dearborn Heights, Precinct 27",Ballots Cast,"","","",1094
Wayne,"City of Ecorse, Precinct 1",Ballots Cast,"","","",856
Wayne,"City of Ecorse, Precinct 2",Ballots Cast,"","","",1150
Wayne,"City of Ecorse, Precinct 3",Ballots Cast,"","","",426
Wayne,"City of Ecorse, Precinct 4",Ballots Cast,"","","",1017
Wayne,"City of Flat Rock, Precinct 1",Ballots Cast,"","","",1271
Wayne,"City of Flat Rock, Precinct 2",Ballots Cast,"","","",977
Wayne,"City of Flat Rock, Precinct 3",Ballots Cast,"","","",1162
Wayne,"City of Flat Rock, Precinct 4",Ballots Cast,"","","",1045
Wayne,"City of Flat Rock, Precinct 5",Ballots Cast,"","","",1139
Wayne,"City of Garden City, Precinct 1",Ballots Cast,"","","",1946
Wayne,"City of Garden City, Precinct 2",Ballots Cast,"","","",1498
Wayne,"City of Garden City, Precinct 3",Ballots Cast,"","","",1764
Wayne,"City of Garden City, Precinct 4",Ballots Cast,"","","",896
Wayne,"City of Garden City, Precinct 5",Ballots Cast,"","","",1054
Wayne,"City of Garden City, Precinct 6",Ballots Cast,"","","",1553
Wayne,"City of Garden City, Precinct 7",Ballots Cast,"","","",1573
Wayne,"City of Garden City, Precinct 8",Ballots Cast,"","","",2107
Wayne,"City of Garden City, Precinct 9",Ballots Cast,"","","",1444
Wayne,"City of Garden City, Precinct 10",Ballots Cast,"","","",1360
Wayne,"City of Gibraltar, Precinct 1",Ballots Cast,"","","",1380
Wayne,"City of Gibraltar, Precinct 2",Ballots Cast,"","","",1539
Wayne,"Township of Grosse Ile, Precinct 1",Ballots Cast,"","","",1962
Wayne,"Township of Grosse Ile, Precinct 2",Ballots Cast,"","","",1919
Wayne,"Township of Grosse Ile, Precinct 3",Ballots Cast,"","","",1814
Wayne,"Township of Grosse Ile, Precinct 4",Ballots Cast,"","","",2311
Wayne,"City of Grosse Pointe, Precinct 1",Ballots Cast,"","","",1817
Wayne,"City of Grosse Pointe, Precinct 2",Ballots Cast,"","","",2303
Wayne,"City of Grosse Pointe Farms, Precinct 1",Ballots Cast,"","","",1081
Wayne,"City of Grosse Pointe Farms, Precinct 2",Ballots Cast,"","","",1847
Wayne,"City of Grosse Pointe Farms, Precinct 3",Ballots Cast,"","","",1628
Wayne,"City of Grosse Pointe Farms, Precinct 4",Ballots Cast,"","","",1169
Wayne,"City of Grosse Pointe Farms, Precinct 5",Ballots Cast,"","","",1814
Wayne,"City of Grosse Pointe Park, Precinct 1",Ballots Cast,"","","",1371
Wayne,"City of Grosse Pointe Park, Precinct 2",Ballots Cast,"","","",1482
Wayne,"City of Grosse Pointe Park, Precinct 3",Ballots Cast,"","","",700
Wayne,"City of Grosse Pointe Park, Precinct 4",Ballots Cast,"","","",1232
Wayne,"City of Grosse Pointe Park, Precinct 5",Ballots Cast,"","","",774
Wayne,"City of Grosse Pointe Park, Precinct 6",Ballots Cast,"","","",1291
Wayne,"City of Grosse Pointe Park, Precinct 7",Ballots Cast,"","","",1320
Wayne,"Village of Grosse Pointe Shores, A Michigan City, Precinct 1",Ballots Cast,"","","",1253
Wayne,"Village of Grosse Pointe Shores, A Michigan City, Precinct 2",Ballots Cast,"","","",833
